Places,Location,Category,Likes_oount
Ekulu East Estate,Enugu,Town,74
"Belgium Canteen, Mile 2",Lagos,Restaurant,0
"Nigerian Air Force Base, Kaduna",Kaduna,Government Building,3
Brazilian Domain,Lagos,Restaurant,0
Sam Ethnan Air Force Base,Lagos,Government Building,0
More Nightclub,Lagos,Club,0
Chopvilla Restaurant,Lagos,Restaurant,0
Sade Restaurant,Lagos,Restaurant,0
Westside Barbing Salon,Lagos,Salon,0
It Is Well Store,Lagos,Shop,0
Igwe King Store,Lagos,Shop,0
Diamond Sharwama,Lagos,Restaurant,0
Great Noble School,Lagos,School,0
"Bukka Restaurant, Abuja",Abuja,Restaurant,0
Vivian Fowler Memorial College,Lagos,School,0
The Grandeur Events Centre,Lagos,Hall,0
Mantrac Nigeria Limited,Lagos,Building,0
De-bb Golden Ventures,Lagos,Building,0
K and G Events  Center,Lagos,Hall,0
Dembal Generators,Lagos,Building,0
Kobis Always Fresh Restaurant,Lagos,Restaurant,0
Tantataste Eatery,Lagos,Restaurant,0
Excel Events Center,Lagos,Hall,0
"Eden Parks and Gardens, Ikeja",Lagos,Park,5
Ndubuisi Kanu Park,Lagos,Park,1
Nigeria Gas and Steel Limited,Lagos,Factory,0
Dammy Kitchen,Lagos,Restaurant,0
Honeywell Flour Mills Plc - Ikeja,Lagos,Factory,0
"Centre for Management Development, Ikeja",Lagos,School,0
Mary's Meals,Lagos,Restaurant,0
Magodo Specialist Hospital,Lagos,Hospital,0
Ashandyz Boutique,Lagos,Shop,0
Tee-Tops Nursery and Primary School,Lagos,School,0
Lohlardey Ventures,Lagos,Shop,0
Cribz Shawarma,Lagos,Shop,0
Magodo Plaza,Lagos,Shop,0
PropertyLink Real Estate Investment Limited,Lagos,Building,0
Mercyland Institute of Information Technology,Lagos,School,0
MultiChoice Dstv Magodo,Lagos,Building,0
"Praise Chapel International, Magodo",Lagos,Place of worship,0
Tantataste Africana,Lagos,Restaurant,0
Fejib Kitchen and Events Management,Lagos,Restaurant,0
Tisha Nigeria Limited,Lagos,Building,0
Fit Gym and Salon,Lagos,"Spas, Saunas and Wellness centre",0
Juilliard Academy,Lagos,School,0
Ziggies Entertainment Center,Lagos,"Spas, Saunas and Wellness centre",0
Ronnie's beauty place,Lagos,Shop,0
News Stores,Lagos,Shop,0
Cakes by Tosan,Lagos,Shop,0
Licious Desserts,Lagos,Restaurant,0
Ecowas Kitchen,Lagos,Restaurant,0
7 Points Bar And Grill,Lagos,Lounge,0
The Royal Taste,Lagos,Restaurant,0
HipTv,Lagos,Media House,0
Krystal Opticals,Lagos,Shop,0
Look and Like Fashion Store,Lagos,Shop,0
Las Estrellas Boutique,Lagos,Shop,0
TRT,Lagos,Restaurant,0
"Samsung Service Center, Allen Avenue",Lagos,Shop,0
"Federal Marriage Registry, Ikoyi",Lagos,Court,0
Providence Arena,Oyo,"Spas, Saunas and Wellness centre",0
"Lifeline Children's Hospital, Surulere",Lagos,Hospital,0
"Funmi Food Canteen, Agege",Lagos,Restaurant,0
Mr Peace Buka,Lagos,Restaurant,0
Straitgate Nursery  and Primary school,Lagos,School,0
Drake And Niger Solutions Limited,Lagos,Building,0
Twhy Show,Lagos,Club,0
Deja Vu,Lagos,Club,1
Izyfix It Solutions,Lagos,Building,0
Babies Dyrect,Lagos,Shop,0
Unique Gentlemens’ Club,Lagos,Club,0
Value Xchange Superstore,Lagos,Shop,0
Third - Fifth Poultry Consultancy,Lagos,Building,0
"Magrellos, Magodo",Lagos,Restaurant,0
"Magrellos, Ogudu",Lagos,Restaurant,0
"Magrellos, Surulere",Lagos,Restaurant,1
"Magrellos, Ikorodu",Lagos,Restaurant,0
Mope Outfits,Lagos,Shop,0
Natural Fusion Cafe,Lagos,Shop,0
Lakamura Bar,Lagos,Lounge,0
Skyhigh Medical Center,Lagos,Hospital,0
New Look Unisex Salon,Lagos,Shop,0
Marvico Stores,Lagos,Shop,0
Tiffaniez Couture,Lagos,Shop,0
Fantasy Villa Club,Lagos,Club,0
Teazers Cabaret,Lagos,Club,0
Wall Street Pub,Lagos,Lounge,1
Oshos Kaffies,Lagos,Lounge,0
Ocean Blue,Lagos,Club,0
Millenium Koko,Lagos,Lounge,0
The Cave,Lagos,Club,0
Kofsol Concepts Nigeria Ltd,Lagos,Shop,0
Just Fragrance,Lagos,Shop,0
Beauty And Fragrances Limited,Lagos,Shop,0
"Perfume House, Berger",Lagos,Shop,0
Nonsil Cosmetics,Lagos,Shop,0
Stella's Addiction,Lagos,Shop,0
"Just Fragrance, Lekki",Lagos,Shop,0
Mystiquee Bespoke Perfumes,Lagos,Shop,0
Perfume Republik,Abuja,Shop,0
BeeLoved Fragrances Ltd,Abuja,Shop,0
1004 Muslim Community Mosque,Lagos,Place of worship,0
T and T Beads,Lagos,Shop,0
Timezone Fashion Stores,Lagos,Shop,0
Celebrazioni Events,Lagos,Shop,0
"School Kits Shops, Magodo",Lagos,Shop,0
"School Kits Shops, Gbagada",Lagos,Shop,0
"School Kits Shops, Ikeja",Lagos,Shop,0
"School Kits Shops, Lekki",Lagos,Shop,0
Pennyworth Fashion Store,Lagos,Shop,0
"Tuga Mart, Magodo",Lagos,Shop,0
Ascentt Clothing,Lagos,Shop,0
First Call Pharmacy,Lagos,Pharmacy,0
Healthsense Pharmacy,Lagos,Pharmacy,0
Anu Fashions,Lagos,Shop,0
Philo's Store,Lagos,Shop,0
Mrs Bello Mini Mart,Lagos,Shop,0
Olori Adebisi Stores,Lagos,Shop,0
Ninions Wines,Lagos,Shop,0
Poatech Customer Services,Lagos,Shop,0
Max Signs,Lagos,Shop,0
"Mama Cass Restaurant, Magodo",Lagos,Restaurant,0
"Mama Cass Restaurant, Victoria Island",Lagos,Restaurant,0
"Mama Cass Restaurant, Agege",Lagos,Restaurant,0
"Mama Cass Cafeteria, Allen",Lagos,Restaurant,0
"Slot, Computer Village",Lagos,Shop,0
Best Lover's Restaurant,Lagos,Restaurant,0
God's Favour Food Store,Lagos,Shop,0
Chills Bar,Lagos,Lounge,0
"Genuss, Computer Village",Lagos,Shop,0
"Genuss, Enugu",Enugu,Shop,62
Madam Sally's,Enugu,Restaurant,57
Carolyn Spice,Lagos,Restaurant,0
Imo Abassy,Lagos,Restaurant,0
Patray Bar,Lagos,Lounge,0
Mama Ato Beer Parlour,Lagos,Lounge,0
BB Food Canteen,Lagos,Restaurant,0
Mrs Bose Restaurant,Lagos,Restaurant,0
"Classic Bar, Ikeja",Lagos,Lounge,0
Fejiro Kitchens,Lagos,Restaurant,0
Emmanuel Food Canteen,Lagos,Restaurant,0
Choprite Foods Limited,Lagos,Restaurant,0
Pleasant Places Restaurant,Lagos,Restaurant,0
"His Grace Restaurant, Ikeja",Lagos,Restaurant,0
Pamela Restaurant,Lagos,Restaurant,0
Sunny Best Boutique,Lagos,Shop,0
G Best Outfit,Lagos,Shop,0
Vicky Pepper Kitchen,Lagos,Restaurant,0
Mama Calabar,Lagos,Restaurant,0
Yummy Yummy Restaurant,Lagos,Restaurant,0
"Slot, Opebi",Lagos,Shop,0
"Slot, Airport",Lagos,Shop,0
"Slot, Apapa Branch 1",Lagos,Shop,0
"Slot, Apapa Branch 2",Lagos,Shop,1
Slot. VI Branch 1,Lagos,Shop,0
Slot. VI Branch 2,Lagos,Shop,0
"Slot, Surulere",Lagos,Shop,0
"SLot, Ikeja City Mall",Lagos,Shop,0
"Slot, Oshodi",Lagos,Shop,0
"Slot, Festac",Lagos,Shop,0
"Slot, Mile 2",Lagos,Shop,0
"Slot, GSM Village",Lagos,Shop,0
"Slot, Okota",Lagos,Shop,0
"Slot, WUSE II",Abuja,Shop,0
"Slot, Garki",Abuja,Shop,0
"Slot, Abacha Road",Rivers,Shop,293
"Slot, Aba Road",Rivers,Shop,282
"Slot, Trans-Amadi",Rivers,Shop,274
"Slot, Ibadan",Oyo,Shop,0
"Slot, Awka Ibom",Akwa Ibom,Shop,5
"Slot, NDDC Road",Akwa Ibom,Shop,1
"Slot, Oron Road",Akwa Ibom,Shop,2
"Slot, Akure",Ondo,Shop,0
"SLOT, Calabar",Cross River,Shop,0
"Abubakar Tatari Ali Polytechnic, Azare Campus",Bauchi,School,0
Kada Cinema,Edo,Cinema Hall,1
Kada Plaza,Edo,Mall,1
Ushman Electrical Engineering and co,Lagos,Shop,0
F and F Beauty Fact,Lagos,Shop,0
Mummy J Store,Lagos,Shop,0
Chizzy Super Store,Lagos,Shop,0
Dara Store,Lagos,Shop,0
Oliver Restaurant,Lagos,Restaurant,0
Lomals Exclusive Company,Lagos,Shop,0
"SLOT, Ilorin 1",Kwara,Shop,0
Beempey Beads and Jewelries,Lagos,Shop,0
Funplex Park and Rides,Lagos,Play ground,0
"Thermocool Showroom, Ikeja",Lagos,Building,2
Onward Paper Mill Limited,Lagos,Factory,0
Hexterdel Pharmacy,Lagos,Pharmacy,0
Maple Plastic Industries,Lagos,Factory,0
"Federal Neuro-Psychiatric Hospital (Annex), Uselu",Edo,Hospital,0
"Fone Mart, Ilorin",Kwara,Shop,0
Victron Inverter  Renewable Energy Solution.,Lagos,Factory,0
DN Meyer Plc,Lagos,Factory,0
Caleb British Academy Hostel,Lagos,College,0
Tamat Fashion Designer,Lagos,Shop,0
Blinks Technologies,Lagos,Building,0
Datasek Technologies,Lagos,Building,0
"Slot, Ilorin 2",Kwara,Shop,0
"Slot, Isolo",Lagos,Shop,0
"Slot, Osogbo",Osun,Shop,0
"Slot, Warri",Delta,Shop,1
"SLOT, Kano 1",Kano,Shop,0
"Slot, Asaba 1",Delta,Shop,0
"Slot, Asaba 2",Delta,Shop,0
"Slot, Ado Ekiti",Ekiti,Shop,1
"Slot, Enugu",Enugu,Shop,122
"Slot, Ikorodu",Lagos,Shop,0
"Slot, Benin",Edo,Shop,0
"Slot, Alaba",Lagos,Shop,0
Aoos Supermarket,Lagos,Shop,0
Lagos State Accident and Emergency Centre,Lagos,Government Building,0
Concept Infinite Craftworks Limited,Lagos,Art gallery,0
"Hyundai Motors Nigeria Limited, Ikeja",Lagos,Building,1
"Hyundai Motors Nigeria Limited, Victoria Island",Lagos,Building,0
"Honda Power Products, Ikeja",Lagos,Building,0
Doribiz Nigeria Enterprises,Lagos,Building,0
Berry Confectioneries,Lagos,Restaurant,0
S.T Food Cafe,Lagos,Restaurant,0
Zizi Supermarket,Lagos,Shop,0
A.d.j Bar,Lagos,Lounge,0
Starbreeze Restaurant,Lagos,Restaurant,0
"SLOT, Aba",Abia,Shop,1
Asaba Ventures,Lagos,Shop,0
Tobbys Dough Bakery,Lagos,Restaurant,0
"SLOT, Owerri",Imo,Shop,0
Fyshas Lounge,Lagos,Lounge,0
"The Redeemed Evangelical Misssion, Ikeja",Lagos,Place of worship,0
Okims Investments Limited,Lagos,Building,0
Supremepot Cafetaria,Lagos,Restaurant,0
"Chicken Republic, Itire",Lagos,Restaurant,0
Black House Media,Lagos,Media House,0
"Slot, Ojodu",Lagos,Shop,0
"Slot, Ikotun",Lagos,Shop,1
Lagos Idimu Leo Club,Lagos,Lounge,0
"Slot, Abule-Egba",Lagos,Shop,0
"Slot, Festival Mall",Lagos,Shop,0
"Slot, Sabo",Lagos,Shop,0
"Slot, Aeromaritime House",Lagos,Shop,0
Zaramis Ventures Juice Shop,Lagos,Shop,0
Nipost Canteen,Lagos,Restaurant,0
Dee One barbecue,Lagos,Restaurant,0
Iya Aliya Food Canteen,Lagos,Restaurant,0
Lady T Restaurant,Lagos,Restaurant,0
Tinaas Cosmetics,Lagos,Shop,0
"Slot, MTN Yellow City",Lagos,Shop,0
Glo World - MMA 2,Lagos,Shop,0
Galaxy Television,Lagos,Media House,0
Ivory Health Company Limited,Lagos,"Spas, Saunas and Wellness centre",0
Bisco Bar,Lagos,Lounge,0
Rachy Store,Lagos,Shop,0
Zaeed Mall,Lagos,Mall,0
Iya Kenneth Store,Lagos,Shop,0
"SLOT, Enugu 2",Enugu,Shop,117
Sunny J Store,Lagos,Shop,0
Oregun Mini Market,Lagos,Market,0
Ejis Auto Mobile Company,Lagos,Building,0
"SLOT, Kano 2",Kano,Shop,0
Heritage Superstore,Lagos,Shop,0
M. C Ifemex Nigeria Enterprises,Lagos,Shop,0
"Slot, Lekki",Lagos,Shop,0
Lopez Fire Prevention Company Limited,Lagos,Building,0
Residential - Plumbing And More,Lagos,Building,0
"Slot, Marina",Lagos,Shop,0
Iya Kunle Store,Lagos,Shop,0
A G Leventis,Lagos,,0
Ije Best Food Stuffs,Lagos,Shop,0
"Slot, Abeokuta",Ogun,Shop,0
Blessed Stores,Lagos,Shop,0
Success Enterprises,Lagos,Shop,0
Iya Ayi Food Canteen,Lagos,Restaurant,0
Kelvin Motors,Lagos,Shop,0
"Mountain Of Fire And Miracles Ministries, Oregun",Lagos,Place of worship,0
Vivian Orsaro Supermarket,Lagos,Shop,0
"Slot, Ajah 2",Lagos,Shop,0
Lasprints Lagos,Lagos,Building,0
"Slot, Ajah 1",Lagos,Shop,0
"Slot, Agbara",Lagos,Shop,0
"Slot, Onitsha",Lagos,Shop,0
"Shoprite Mall, Onitsha",Anambra,Mall,1
Zico Wise International,Lagos,Shop,0
"Slot, Ife",Osun,Shop,0
"Slot, Porthacourt",Rivers,Shop,258
"Slot, Ilesha",Osun,Shop,0
"SLOT, Enugu 1",Enugu,Shop,105
"Slot, Satellite town",Lagos,Shop,0
Grocery Bazaar Ltd,Lagos,Shop,0
"Grocery Bazaar Limited, Egbe",Lagos,Shop,0
Jifatu Shopping Mall,Zamfara,Mall,0
Fone House,Lagos,Shop,0
"Icell Mobile, Ikeja",Lagos,Shop,0
"Icell Mobile, Isolo",Lagos,Shop,0
"GSM Embassy, Ikeja",Lagos,Shop,0
"GSM Embassy, Aba",Abia,Market,0
Full Life Christian Centre,Akwa Ibom,Place of worship,2
"Full Life Christian Centre, Ikeja",Lagos,Place of worship,0
"Full Life Christian Centre, Awolowo way",Lagos,Place of worship,0
Priesthood Ventures,Lagos,Shop,0
Abeokuta Railway Station,Ogun,Terminal,0
Ibadan Railway Station,Oyo,Terminal,0
"Promise Hospital,  Dopemu",Lagos,Hospital,0
"Railway Corporation Office, Osogbo",Osun,Terminal,0
Husband and Wife Restaurant,Lagos,Restaurant,0
"Power Holding Company Of Nigeria, Oregun",Lagos,Government Building,0
Jejajoo Restaurant and Bar,Lagos,Restaurant,0
Daud Systems,Lagos,Shop,0
Orisunbare Shopping Complex,Osun,Mall,0
Neu Speed Tyre Services Limited,Lagos,Shop,0
"Lifemate Furniture, Oregun",Lagos,Shop,0
"Lifemate Furniture, Lekki",Lagos,Shop,0
"Lifemate Furniture, Port Harcourt",Rivers,Shop,246
Fejiro Kitchen,Lagos,Restaurant,0
Dreams Home Furnishing,Lagos,Shop,0
America Goods Store,Lagos,Shop,0
Pegasus Electronics,Lagos,Shop,0
Generator Investment Store,Lagos,Shop,0
Moragof Power Generator Limited,Lagos,Building,0
Butterfield Bakery Food Concept,Lagos,Bakery,0
Suit your Taste Boutique,Lagos,Boutique,0
Eze Shoes,Lagos,Boutique,0
Kiddies LoveWorld,Lagos,Boutique,0
Cosmetic Wholesale Shop,Lagos,Shop,0
Itouch Kids palace,Lagos,Shop,0
"DHL Courier Service, Ikeja",Lagos,Building,0
"DHL Courier Service, Victoria Island",Lagos,Building,0
"DHL Express, Ikoyi",Lagos,Building,0
"DHL Express, Marina",Lagos,Building,0
"DHL Courier Service, Surulere",Lagos,Building,0
"DHL Express, Yaba",Lagos,Building,0
"DHL Express, Onipanu",Lagos,Building,0
Homart Chemicals,Lagos,Building,0
Umbrellas Bar,Lagos,Lounge,0
Udu Furniture,Lagos,Shop,0
Bento Interiors,Lagos,Shop,0
Powercell Limited,Lagos,Building,0
Offa Railway Station,Kwara,Terminal,0
Zaria Railway Station,Kaduna,Terminal,1
Adeniyi Jones Primary School,Lagos,School,0
Zungeru Railway Station,Niger,Terminal,0
Liomaryn Confectionery and Catering Services,Lagos,Restaurant,0
Jebba Railway Station,Kwara,Terminal,0
Cute Twinkles School,Lagos,School,0
Saint Mary's Specialist Hospital,Lagos,Hospital,0
"King Emmanuel College, Lagos",Lagos,School,0
Faayo's Food,Lagos,Restaurant,0
Clemency Multi Services,Lagos,Media House,0
House 16,Lagos,Lounge,0
Viva Pharmacy and Stores,Lagos,Pharmacy,0
Domino Bar,Lagos,Lounge,0
"Catholic Church Of The Holy Spirit, Omole",Lagos,Place of worship,0
Banilux Bar,Lagos,Lounge,0
Gondola Sports Bar,Lagos,Lounge,0
Panda Event Centre,Lagos,Hall,0
Megawiz Frozen Foods,Lagos,Shop,0
Sasa Store,Lagos,Shop,0
Adrenaline Bar,Lagos,Lounge,0
Road Runner and Ash Bar,Lagos,Lounge,0
Darson Concepts,Lagos,Shop,0
Esporta Lounge,Lagos,Lounge,0
Sanjay Plaza,Lagos,Mall,0
Applause Garden,Lagos,Restaurant,0
Ojodu Junior Grammar School,Lagos,School,0
Rahcool Ice ltd,Lagos,Shop,0
Tripple A Supermart,Lagos,Shop,0
"Christ Embassy Church, Ojodu",Lagos,Place of worship,0
Dine With Me Cafe,Lagos,Restaurant,0
Happy Day,Lagos,Shop,0
Gift Chijioke Kitchen,Lagos,Restaurant,0
God's Time Frozen Food,Lagos,Shop,0
Crown Supermarket,Lagos,Shop,0
Christ House International Christian Centre,Lagos,Place of worship,0
Badru Deen Mosque,Lagos,Place of worship,0
Uju Bar,Lagos,Restaurant,0
Fadol Chapman and Cocktail,Lagos,Other,0
Diamond Events,Lagos,Hall,0
Queens and Kings Boutique,Lagos,Boutique,0
Sharem Beauty Salon and Boutique,Lagos,Salon,0
Olamiposi ventures,Lagos,Restaurant,0
Cortel Chops,Lagos,Restaurant,0
Tamar Royale Catering Services,Lagos,Restaurant,0
"Christ Embassy, Ilasa",Lagos,Place of worship,0
Godswill Akpabio International  Stadium,Akwa Ibom,Sport arena,0
"Promise Hospital, Sango",Ogun,Hospital,0
Promise Dental Hospital,Lagos,Hospital,0
Rolling Stone Provision Store,Lagos,Shop,0
"Elias International School, Iyana Ipaja",Lagos,School,0
"Adu Medical Clinic, Agege",Lagos,Hospital,0
"Elias International School, Abule Egba",Lagos,School,0
Bobby Restaurant,Lagos,Restaurant,0
Floxy Kitchen,Lagos,Restaurant,0
Vicasho Wine Store,Lagos,Shop,0
Your Bakery Needs,Lagos,Bakery,0
F Feranos,Lagos,Boutique,0
NK Boutique,Lagos,Boutique,0
Amazing Grace Store,Lagos,Shop,0
Mary Beauty Salon,Lagos,Salon,0
Rita's Restaurant,Lagos,Restaurant,0
Deharmony International Agency,Lagos,Other,0
Genesis' Entertainment,Lagos,Shop,0
Da Taste Inn Bar,Lagos,Restaurant,0
Nasco J Restaurant,Lagos,Restaurant,0
Mrs Joy Provision Store,Lagos,Shop,0
Towoo Restaurant,Lagos,Restaurant,0
Mafazat Private Schools,Lagos,School,0
Fountain International College,Lagos,School,0
Landmark College,Lagos,School,0
Latmos Comprehensive College,Lagos,School,0
Dynamic Landmark College,Lagos,School,0
Caro Favoured Schools,Lagos,School,0
"National College, Gbagada",Lagos,School,0
Bachel International College,Lagos,School,0
"Bachel Academy, Ikorodu",Lagos,School,0
Honeyspring Schools,Lagos,School,0
Surprise Meal,Lagos,Restaurant,0
Debby Supermarket,Lagos,Shop,0
Jimmy Salon,Lagos,Salon,0
Compassion Church Inc,Lagos,Place of worship,0
Bellezza City Salon and Mini Boutique,Lagos,Salon,0
Base 1 Barbecue and Casserole,Lagos,Restaurant,0
Biggy Boutique,Lagos,Boutique,0
"The Christ Faith Apostolic Church, Oke Idande",Lagos,Place of worship,0
Paga,Lagos,Building,0
Blossom Events Institute School Of Catering and Event Management,Lagos,School,4
Get it Store,Lagos,Shop,0
Profice Pharmacy,Lagos,Pharmacy,0
Ahigbe Provision Store,Lagos,Shop,0
Sihce 2008,Lagos,Shop,0
Uncles Okay Materials,Lagos,Shop,0
Covenant Child Nursery School,Lagos,School,0
Covenant Child Primary School,Lagos,School,0
UZ Restaurant And Bar,Lagos,Restaurant,0
LWCC C and S Church,Lagos,Place of worship,0
"Covenant Child Academy, Surelere",Lagos,School,0
Covenant Child Academy,Lagos,School,0
La Katie,Lagos,Shop,0
Italian Consulate General,Lagos,Government Building,0
CEK Pharmaceuticals,Lagos,Building,0
Saltune Smart Kids,Lagos,Shop,0
Elegance Creation,Lagos,Shop,0
Fedessy Wine Bar,Lagos,Shop,0
Phil Essentials,Lagos,Shop,0
Deetee Store,Lagos,Shop,0
Germaine Hospital,Lagos,Hospital,0
Bella's Royal Aso - oke,Lagos,Shop,0
Tobsexy Beauty Palace,Lagos,"Spas, Saunas and Wellness centre",0
Saint Kizito Clinic,Lagos,Hospital,0
Mc Joss Enterprises Limited,Lagos,Shop,0
De Milly Fashion,Lagos,Shop,0
Kemkem Catering Service,Lagos,Restaurant,0
I.K Ventures,Lagos,Shop,0
Chinedu Venture,Lagos,Shop,0
Stone Coated Tiles,Lagos,Shop,0
St. Jude Stores,Lagos,Shop,0
Dla Children Toy,Lagos,Shop,0
Comfy Clothing,Lagos,Shop,0
BB Auto Care Workshop,Lagos,Shop,0
G's Wear House,Lagos,Shop,0
Cosmetics Unique,Lagos,Shop,0
Wanix Home Store,Lagos,Shop,0
G Concept,Lagos,Shop,0
Dudes and Belles,Lagos,Shop,0
Mama B Superstore,Lagos,Shop,0
Dee Pee Ventures,Lagos,Shop,0
Anyi Bu Ofu Investment,Lagos,Shop,0
Triple A Supermarket,Lagos,Shop,0
De Kolos Nigeria Limited,Lagos,Shop,0
Aniki - Fala Catering Services,Lagos,Shop,0
New Era Furniture,Lagos,Shop,0
Green Field Comprehensive Schools,Lagos,Shop,0
Cayley College,Lagos,School,0
Adrao International School,Lagos,College,0
Laureates College,Lagos,College,0
"Cameroon Embassy, Victoria Island",Lagos,Government Building,0
"Cameroon Embassy, Abuja",Abuja,Government Building,0
"Cameroon Consulate, Calabar",Cross River,Government Building,0
Brainy CV Lounge Restaurant and Bar,Cross River,Restaurant,0
Loral International School,Lagos,College,0
Mama k foods,Lagos,Shop,0
Queen Diana International Schools,Lagos,College,0
Nigerian Immigration Service,Lagos,Government Building,0
Netherlands International School,Lagos,School,0
C and E Enterprise,Lagos,Shop,0
Selim Catering Service,Lagos,Shop,0
B - Beautiful Boutique,Lagos,Shop,0
"SPAR, Abuja",Abuja,Shop,0
The New Generation Bible Church International,Lagos,Shop,0
Menu Planner Catering Services,Lagos,Shop,0
Truzon's Place,Lagos,Shop,0
Latendo Boutique,Lagos,Shop,0
Voda Paints,Lagos,Shop,0
"Chicken Republic, Ojodu",Lagos,Restaurant,0
"Moneygram, Ojodu",Lagos,Shop,0
Solid Rock Hospital,Lagos,Hospital,0
Realistic Goals School,Lagos,College,0
PM Hub Nigeria,Lagos,Building,0
Deola Stores,Lagos,Shop,0
Anne's Place,Lagos,Restaurant,0
Buka,Lagos,Restaurant,0
Will of God Bakery,Lagos,Bakery,0
Rapid Pie Supermarket,Lagos,Shop,0
Calabar Mall,Cross River,Mall,0
May Day High School,Lagos,School,0
Jummy Store,Lagos,Shop,0
Olyvivv Stores,Lagos,Shop,0
Wellspring College,Lagos,School,0
Peolu Ventures,Lagos,Shop,0
Gritello Premium,Lagos,Shop,0
Cambridge College,Lagos,School,0
Federal Road Safety Corps,Lagos,Government Building,0
"Mafazat Private School, Alagbado",Lagos,School,0
Tafshol Kitchen store,Lagos,Shop,0
Al Akeedat Model College,Lagos,School,0
Rosabell Shopping Plaza,Lagos,Mall,0
Silversands Hall School,Lagos,School,0
Golden Heart Place (Dominion City),Lagos,Place of worship,0
Toamy Hills Private School,Lagos,School,0
Roshallom International Secondary School,Lagos,School,0
Tomaro Junior Secondary School,Lagos,School,0
Tomorrow Heritage Kiddies School,Lagos,School,0
Estaport Secondary School,Lagos,School,0
Estaport Nursery and Primary School,Lagos,School,0
Great Joy Schools,Lagos,School,0
Christ The Redeemers Secondary School,Lagos,School,0
Alaafia Nursery and Primary School,Lagos,School,0
Bethel International College,Lagos,School,0
Effortswill Nursery And Primary School,Lagos,School,0
Light House International School,Lagos,School,0
Prime Montessori School,Lagos,School,0
Babington Cakes,Lagos,Restaurant,0
Redeemers International School,Lagos,School,0
"Redeemer's International High School, Asaba",Delta,School,0
Babington Macaulay Junior Seminary,Lagos,School,1
Nux Radio Nigeria,Lagos,Media House,0
Jeanton Supermarket,Lagos,Shop,0
Mama Me Cafe,Lagos,Restaurant,0
Benco Frozen Foods,Lagos,Shop,0
Blessing Restaurant,Lagos,Restaurant,0
Laura Edwards Boutique,Lagos,Boutique,1
Southern Spice Restaurant,Lagos,Restaurant,0
Candy Restaurant,Lagos,Restaurant,0
Milkaura Meals,Lagos,Restaurant,0
Chinex Perfect Beads,Lagos,Shop,0
Wendy's Ankara Place,Lagos,Shop,0
New Gate Hospital,Lagos,Hospital,0
Toyyibah Couture,Lagos,Shop,0
Alpha Comprehensive College,Lagos,School,0
Babs Fafunwa Millenium Secondary School,Lagos,School,0
"Vitafoam Comfort Centre, Ojodu",Lagos,Shop,0
Jextoban Secondary School,Lagos,School,0
"Vitafoam Head Office, Ikeja",Lagos,Building,1
"Vitafoam Comfort Centre, Ikeja",Lagos,Shop,0
"Vitafoam Comfort Centre, Ikoyi",Lagos,Shop,0
"Vitafoam Comfort Centre, Surulere",Lagos,Shop,0
"Vitafoam Comfort Centre, Lekki",Lagos,Shop,0
"Vitafoam Place, Ibadan",Oyo,Shop,0
Acek Auto,Lagos,Open arena,0
"Jextoban Secondary School, Ibafo",Ogun,School,0
Dj Willson Electronic Ventures,Lagos,Shop,0
Sarafoam,Lagos,Shop,0
K and S Fabrics,Lagos,Shop,0
kingsly store,Lagos,Shop,0
Bim Cosmetics,Lagos,Shop,0
Madam T Restaurant,Lagos,Restaurant,0
Omole Senior Grammar School,Lagos,School,0
"Trippmart, Isheri",Lagos,Shop,0
Ascension College,Lagos,School,10
Iworo Ajido Secondary School,Lagos,School,0
Akinola Ventures,Lagos,Shop,0
Vicky Stores,Lagos,Shop,0
Desmond Enterprises,Lagos,Shop,1
Folake Baby Store,Lagos,Shop,0
Calabar Special,Lagos,Restaurant,0
Mama Esther Store,Lagos,Shop,0
Dupsy Bar,Lagos,Restaurant,0
Etunrenren Primary school,Lagos,School,0
Tolight Boutique,Lagos,Boutique,0
Iya Laje Restaurant,Lagos,Restaurant,0
R and Tee Home Of Toys,Lagos,Shop,0
Sholink Cool Spot,Lagos,Restaurant,0
The Honey Meal fast food,Lagos,Restaurant,0
Akmola Store,Lagos,Shop,0
F and G Store,Lagos,Shop,0
Abiola Enterprise,Lagos,Shop,0
High Klass Boutique,Lagos,Shop,0
Darey Store,Lagos,Shop,0
Kemy Fabrics,Lagos,Shop,0
Bimpe Boutique,Lagos,Shop,0
Nezar Ventures,Lagos,Shop,0
Cecilia Store,Lagos,Shop,0
Dave Debbie Dan's Place,Lagos,Shop,0
I.D Noble Plumbing and Rewinding Work,Lagos,Shop,0
Christ The King International School,Lagos,School,0
Gift Etcetera,Lagos,Shop,0
Innovation Engineering And Interiors,Lagos,Building,0
Abdulmech Oyelola,Lagos,Shop,0
Abia State Government Secretariat,Abia,Government Building,0
Benue State Government Secretariat,Benue,Government Building,1
Bayelsa State Government Secretariat,Bayelsa,Government Building,0
Anambra State Government Secretariat,Anambra,Government Building,356
Chic and Style,Lagos,Boutique,0
Bauchi State Government Secretariat,Bauchi,Government Building,0
SMS Prime,Lagos,Building,0
"Thermocool Showroom, Isheri",Lagos,Shop,0
Xnb's Jewellery Place,Lagos,Shop,0
"Home Science Association Secondary School, Alakuko",Lagos,School,1
Kiss Palace,Lagos,Shop,0
"Bheerhugz Cafe, Surulere",Lagos,Lounge,0
Leisure Mall,Lagos,Mall,0
J. U Nwankwo Global Links Limited,Lagos,Shop,0
